,info
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room1],0.0
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room1],0.736328
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room1],0.0
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room1],0.761719
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room1],0.84375
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room1],0.634766
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room1],0.609375
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room1],0.332031
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room1],0.300781
method=[binary_search_from_scratch]_edge=[global]_changed=[Room1],0.130942
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room2],0.849609
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room2],0.792969
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room2],0.0
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room2],0.0
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room2],0.84375
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room2],0.537109
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room2],0.609375
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room2],0.232422
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room2],0.386719
method=[binary_search_from_scratch]_edge=[global]_changed=[Room2],0.15767
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room3],0.849609
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room3],0.0
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room3],0.765625
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room3],0.660156
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room3],0.0
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room3],0.585938
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room3],0.609375
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room3],0.365234
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room3],0.300781
method=[binary_search_from_scratch]_edge=[global]_changed=[Room3],0.156839
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room4],0.849609
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room4],0.736328
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room4],0.601562
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room4],0.660156
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room4],0.0
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room4],0.0
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room4],0.0
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room4],0.398438
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room4],0.34375
method=[binary_search_from_scratch]_edge=[global]_changed=[Room4],0.134433
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room5],0.792969
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room5],0.736328
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room5],0.765625
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room5],0.0
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room5],0.791016
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room5],0.0
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room5],0.65625
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room5],0.0
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room5],0.257812
method=[binary_search_from_scratch]_edge=[global]_changed=[Room5],0.098544
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room6],0.792969
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room6],0.736328
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room6],0.710938
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room6],0.761719
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room6],0.791016
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room6],0.634766
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room6],0.65625
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room6],0.365234
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room6],0.300781
method=[binary_search_from_scratch]_edge=[global]_changed=[Room6],0.156839
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room7],0.792969
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room7],0.736328
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room7],0.765625
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room7],0.761719
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room7],0.791016
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room7],0.537109
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room7],0.0
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room7],0.298828
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room7],0.0
method=[binary_search_from_scratch]_edge=[global]_changed=[Room7],0.138194
